ENGLISH	NMT	HINDI	SCORE
The investment and industry-friendly policies pursued by the state government have made Haryana the cynosure of all investing eyes, and put the state on threshold of industrial revolution. Small wonder then, that there are more than 1,354 large and medium and 80,000 small-scale units dotting the industrial landscape in the state. Haryana today is the largest producer of passenger cars, tractors, motorcycles, bicycles, refrigerators, scientific instrument, etc. Besides, it is the largest exporter of basmati rice. Panipat handlooms and carpets are known all over world besides its lip-ticking Panchranga Achaar.	राज्य सरकार द्वारा निवेश और उद्योग के अनुकूल नीतियों ने हरियाणा को निवेश की सभी दृष्टियों का प्रतीक बना दिया है और राज्य को औद्योगिक क्रांति की दहलीज पर रखा है। तो आश्चर्य की बात है कि राज्य में 1, 354 से अधिक बड़े और मध्यम और 80, 000 छोटे स्तर की इकाइयां हैं, जिनमें औद्योगिक क्षेत्र है। आज हरियाणा यात्री कार, ट्रैक्टर, मोटरसाइकिल, साइकिल, फ्रिज, वैज्ञानिक उपकरण आदि का सबसे बड़ा उत्पादक है। इसके अलावा यह बासमती चावल का सबसे बड़ा निर्यातक है। पानीपत के हथकरघा और कालीन इसकी होंठों की टिकिंग पंचरंगा अचार के अलावा विश्व भर में मशहूर हैं।	भारत विश्‍व की सबसे पुरानी सभ्यताओं में से एक है जिसमें बहुरंगी विविधता और समृद्ध सांस्‍कृतिक विरासत है। इसके साथ ही यह अपने-आप को बदलते समय के साथ ढ़ालती भी आई है। आज़ादी पाने के बाद भारत ने बहुआयामी सामाजिक और आर्थिक प्रगति की है। भारत कृषि में आत्‍मनिर्भर बन चुका है और अब दुनिया के सबसे औद्योगीकृत देशों की श्रेणी में भी इसकी गिनती की जाती है। विश्‍व का सातवां बड़ा देश होने के नाते भारत शेष एशिया से अलग दिखता है जिसकी विशेषता पर्वत और समुद्र ने तय की है और ये इसे विशिष्‍ट भौगोलिक पहचान देते हैं। उत्तर में बृहत् पर्वत श्रृंखला हिमालय से घिरा यह कर्क रेखा से आगे संकरा होता जाता है। पूर्व में बंगाल की खाड़ी, पश्चिम में अरब सागर तथा दक्षिण में हिन्‍द महासागर इसकी सीमा निर्धारित करते हैं।	0.5445152112536658
The 1,429-strong network of canals constitutes the bedrock of the irrigation system in Haryana with 6.83 lakh tubewells and pumpsets playing no mean role. 1,92,980 hectare of land is under agriculture in the state. Starting with 20,000 tubewells in 1966, the state had 4.91 lakh tubewells in March, 2010. The major irrigation projects in the state are western Yamuna Canal System, Bhakra Canal System and Gurgaon Canal System. Giving practical shape to the lift irrigation system for the first time in India, Haryana has raised water from lower levels to higher and drier slopes through JLN canal project. Haryana is a beneficiary of the multi-purpose project in Sutlej and Beas sharing benefits with Punjab and Rajasthan.	नहरों का 1, 429 मजबूत नेटवर्क हरियाणा में 6 के साथ सिंचाई प्रणाली की आधारशिला है। 83 लाख ट्यूबवेल्स और पुम्पसेत्स में कोई मामूली भूमिका नहीं है। राज्य में 1, 92, 980 हेक्टेयर भूमि कृषि के अधीन है। वर्ष 1966 में 20, 000 ट्यूबवेल्स से शुरू होकर राज्य में 4 सदस्य थे। मार्च 2010 में 91 लाख ट्यूबवेल्स राज्य की प्रमुख सिंचाई परियोजनाएं पश्चिमी यमुना नहर प्रणाली, भाकर नहर प्रणाली और गुडगांव नहर प्रणाली हैं। भारत में पहली बार लिफ्ट सिंचाई प्रणाली को व्यावहारिक रूप प्रदान करते हुए, हरियाणा ने जे.एल.एन. नहर परियोजना के माध्यम से निचले स्तर से उच्च और शुष्क ढलानों पर जल बढ़ाया है। हरियाणा, सुतलेज में बहुउद्देश्यीय परियोजना तथा पंजाब और राजस्थान के साथ बीस साझा लाभों का लाभार्थी है।	भारत विश्‍व की सबसे पुरानी सभ्यताओं में से एक है जिसमें बहुरंगी विविधता और समृद्ध सांस्‍कृतिक विरासत है। इसके साथ ही यह अपने-आप को बदलते समय के साथ ढ़ालती भी आई है। आज़ादी पाने के बाद भारत ने बहुआयामी सामाजिक और आर्थिक प्रगति की है। भारत कृषि में आत्‍मनिर्भर बन चुका है और अब दुनिया के सबसे औद्योगीकृत देशों की श्रेणी में भी इसकी गिनती की जाती है। विश्‍व का सातवां बड़ा देश होने के नाते भारत शेष एशिया से अलग दिखता है जिसकी विशेषता पर्वत और समुद्र ने तय की है और ये इसे विशिष्‍ट भौगोलिक पहचान देते हैं। उत्तर में बृहत् पर्वत श्रृंखला हिमालय से घिरा यह कर्क रेखा से आगे संकरा होता जाता है। पूर्व में बंगाल की खाड़ी, पश्चिम में अरब सागर तथा दक्षिण में हिन्‍द महासागर इसकी सीमा निर्धारित करते हैं।	0.5305780554398635
Then, railways play an important role in carrying both inter-state and intra-state passengers. Kalka, Ambala, Kurushetra, Panipat, Rohtak, Jind, Hisar and Jakhal are important railway stations. There is railway workshop at Jagadhari. Aviation too plays its role. There are civil aerodromes at Pinjore, Karnal, Hisar, Bhiwani and Narnaul.	इसके बाद अंतर्राज्यीय और अंतर्राज्यीय यात्रियों को चलाने में रेलवे महत्वपूर्ण भूमिका निभाता है। कालका, अम्बाला, कुरुशेत्रा, पानीपत रोह्तक, जींद, हिसार और जाखाल प्रमुख रेलवे स्टेशन हैं। जगधारी में रेलवे वर्कशाप है। विमानन भी अपनी भूमिका निभाता है। पिंजोरे, करनाल, हिसार, भिवानी और नरनौल में नागरिक हवाई अड्डे हैं।	रेलवे: कालका, अंबाला, कुरूक्षेत्र, रोहतक, जींद, हिसार, अंबाला, पानीपत और जखाल यहां के प्रमुख रेलवे स्‍टेशनों में से है। जगाधारी शहर में रेलवे की एक वर्कशॉप है।	0.48831134717647623
A pioneer in highway tourism, Haryana has set up a vast network of 43 tourist complexes all over the state. Having 846-roomed accommodation in the various outfits, Haryana Tourism attracts 63 lakh tourists every year. The State Government has adopted a multi-pronged strategy to promote tourism. Tourist complexes have been set at strategic points along the highways passing through the state and tourist complexes have been developed around Delhi with the intent of promoting leisure tourism and conference tourism.	राजमार्ग पर्यटन में अग्रणी, हरियाणा ने पूरे राज्य में 43 पर्यटन संकुलों का विशाल नेटवर्क स्थापित किया है। विभिन्न समूहों में 846 - रोमीड स्थान होने के कारण, हरियाणा पर्यटन प्रतिवर्ष 63 लाख पर्यटकों को आकर्षित करता है। राज्य सरकार ने पर्यटन को बढ़ावा देने के लिए बहुआयामी कार्यनीति अपनाई है। राज्य के माध्यम से गुजरने वाले राजमार्गों के साथ - साथ पर्यटन परिसरों की स्थापना की गई है और अवकाश पर्यटन और सम्मेलन पर्यटन को बढ़ावा देने के उद्देश्य से दिल्ली के आसपास पर्यटन परिसरों का विकास किया गया है।	पर्यटन स्‍थल हरियाणा में 44 पर्यटक परिसर हैं। प्रमुख पर्यटन केंद्रों मं ब्‍लू जे (समालखा), स्‍काईलार्क (पानीपत), चक्रवर्ती झील और ओएसिस (उचाना), पराकीट (पीप्ली), किंगफिशर (अंबाला), मैगपाई (फरीदाबाद), दबचिक (होडल), जंगल बबलर (धारूहेड़ा), रेड विशप (पंचकुला) और बड़खल झील, सुल्‍तानपुर पक्षी विहार (सुल्‍तानुपर, गुड़गांव), दमदमा (गुड़गांव) और चीड़ वन के लिए प्रसिद्ध मोरनी हिल्‍स पर्यटकों के रूचि के कुछ अन्‍य केंद्र है। सूरजकुंड का विश्‍वप्रसिद्ध शिल्‍प मेला हर वर्ष फरवरी में आयोजित किया जाता है। इसी तर‍ह पिंजौर की प्राचीन विरासत को बढ़ावा देने के लिए पिंजौर विरासत उत्‍सव प्रतिवर्ष बनाया जाता है।	0.4808141579010215
States Uts - Goa - Know India: National Portal of India	संघ राज्य क्षेत्र - गोवा - पता भारत: भारतीय राष्ट्रीय पोर्टल	राज्य/संघ राज्य क्षेत्र - गोवा - भारत के बारे में जानें: भारत का राष्ट्रीय पोर्टल	0.5726562866782
Govapuri, Gomantak, etc., abounds in a rich historical heritage. Early history of Goa is obscure. In the first century of the Christian era, Goa was a part of the Satavahana empire, followed by the Kadamba, the Rashtrakutas of Malkhed, the Chalukyas and the Silharas. The empire of the Yadavas by the end of the 14th century was displaced by the Khiljis of Delhi and thus Muslim rule came to Goa. After the discovery of the sea route to India by Vasco-da-Gama in 1498, many Portuguese expeditions came to India. In 1510, Alfonso de Albuquerque with the help of the emperor of Vijayanagar attacked and captured Goa. With the arrival of the Jesuit priest Francis Xavier in 1542 proselytisation began in Goa. However, the Portuguese continued to rule over the territory except for an interlude during the latter half of the 17th century when Shivaji conquered a few areas in and around Goa. Even after India's independence, Goa continued to be in the hands of the Portuguese. However, they could not fulfil the aspirations of the Goan people and ultimately on 19 December 1961, Goa was liberated and made a composite union territory with Daman and Diu. On 30 May 1987 Goa was conferred statehood and Daman and Diu was made a separate union territory.	गोवापुरी, गोमान्ताक आदि। बहुत सारी ऐतिहासिक विरासत में है। गोवा का प्रारंभिक इतिहास अस्पष्ट है। ईसाई युग की प्रथम शताब्दी में गोवा शतवहान साम्राज्य का अंग था और उसके बाद कदम्ब, मालखेद के राष्टराकुतास, चालुक्य और शीलहरास् ने भी। 14वीं शताब्दी के अंत तक यादवस् का साम्राज्य दिल्ली के खिलजीश द्वारा विस्थापित हो गया और इस प्रकार मुस्लिम शासन गोवा में चला गया। 1498 में वैसको - दा - गामा द्वारा समुद्री मार्ग की खोज के बाद अनेक पुर्तगाली अभियान भारत आए। सं 1510 में विजयनगर के सम्राट की सहायता से अल्फोन्सो दे अल्बूकर्क ने गोवा पर आक्रमण कर उसे अपने कब्जे में लिया। 1542 में जेसुइट पादरी फ्रांसिस ज़ेवियर के आगमन से गोवा में धर्म - परिवर्तन आरंभ हुआ। फिर भी 17वीं शताब्दी के उत्तरार्ध में जब शिवाजी ने गोवा तथा उसके आसपास कुछ क्षेत्रों पर विजय प्राप्त की तो पुर्तगालियों ने राज्य क्षेत्र पर शासन करना जारी रखा। भारत की स्वतंत्रता के बाद भी गोवा पुर्तगालियों के हाथों में बना रहा। फिर भी वे गॉन जनता की आकांक्षाओं को पूरा नहीं कर सके और अंततः 19 दिसंबर, 1961 को गोवा को दमन और दीव के साथ एक मिश्रित संघ राज्य क्षेत्र बनाया गया। 30 मई, 1987 को गोवा को स्टेटहूड प्रदान किया गया और दमन और दीव को एक अलग संघ राज्य क्षेत्र बनाया गया।	गोवा प्राचीनकाल में गोमांचल, गोपकपट्टम, गोपकेपुरी, गोवापुरी और गोमांतक आदि कई नामों से विख्‍यात रहा है। इस प्रदेश की लंबी ऐतिहासिक परंपरा रही है। गोवा के प्रारंभिक इतिहास के संबंध में स्‍पष्‍ट जानकारी नहीं है। ईसा पूर्व पहली शताब्‍दी में गोवा सातवाहन साम्राज्‍य का अंग था। उसके बाद कदंब, मलखेड़ के राष्‍ट्रकूटों, चालुक्‍य तथा सिलाहार राजवंशों का इस पर शासन रहा। 14वीं शताब्‍दी के अंत में यादवों का साम्राज्‍य समाप्‍त हुआ और दिल्‍ली के खिलजी वंश ने इस पर अपना अधिकार किया। इस प्रकार गोवा मुस्लिम शासकों के अधीन आ गया। सन 1498 में वास्‍कोडिगामा द्वारा भारत के लिए समुद्री मार्ग की खोज के बाद कई पुर्तगाली यात्री भारत पहुंचे। सन 1510 में एल्‍फांसो द अलबुकर्क ने विजयनगर के सम्राट की सहायता से गोवा पर आक्रमण करके इस पर कब्‍जा कर लिया। सन 1542 में जेसुइट सेंट फ्रांसिस जेवियर के आगमन से गोवा में धर्म परिवर्तन का काम आरंभ हुआ। 17वीं शताब्‍दी के उत्‍तरार्द्ध के कुछ वर्षों को छोड़कर, जब शिवाजी ने गोवा तथा उसके आसपास के कुछ क्षेत्रों पर अधिकार किया, समूचे क्षेत्र पर पुर्तगालियों का शासन जारी रहा। भारत के स्‍वतंत्र होने के बाद भी गोवा पुर्तगालियों के कब्‍जे में रहा, किंतु पुर्तगाली शासक गोवावासियों की आकांक्षाओं को पूरा नहीं कर पाए और अंतत: 19 दिसंबर, 1961 को गोवा को मुक्‍त करा लिया गया और इसे दमन तथा दीव के साथ मिलाकर केंद्रशासित प्रदेश बनाया गया। 30 मई, 1987 को गोवा को पूर्ण राज्‍य का दर्जा दिया गया और दमन तथा दीव को अलग केंद्रशासित प्रदेश बना दिया गया।	0.799504395398431
Goa is situated on the western coast of the Indian Peninsula. On its north runs the Terekhol River which separates Goa from Maharashtra and on the south lies North Canara district of Karnataka. On the east lie the Western Ghats and on the west the Arabian Sea. Panaji, Margao, Vasco, Mapusa and Ponda are the main towns of Goa.	गोवा भारतीय प्रायद्वीप के पश्चिमी तट पर स्थित है। इसके उत्तर में तेरेखोल नदी है जो गोवा को महाराष्ट्र से पृथक करती है तथा दक्षिण में कर्नाटक के उत्तर कैनरा जिले में स्थित है। पूर्व में पश्चिमी घाट तथा पश्चिम में अरब सागर है। गोवा के मुख्य शहर पानजी मर्गओ वैसको मापूसा और पोण्डा हैं।	गोवा भारतीय प्रायद्वीप के पश्चिमी तट पर स्थित है। इसके उत्‍तर में तेरेखोल नदी बहती है, जो गोवा को महाराष्‍ट्र से अलग करती है। इसके दक्षिण में कर्नाटक का उत्‍तर कन्‍नड़ जिला और पूर्व में पश्चिमी घाट तथा पश्चिम में अरब सागर है। पणजी, मडगांव, वास्‍को, मापुसा, तथा पोंडा राज्‍य के प्रमुख शहर हैं।	0.7848101383809936
Goa is currently celebrating the Golden Jubilee of its liberation and 25 years of attainment of full-fledged Statehood.	गोवा इस समय अपनी मुक्ति की स्वर्ण जयंती तथा पूर्ण स्टेटहूड की प्राप्ति के 25 वर्ष मना रहा है।	गोवा मौजूदा समय में अपनी मुक्ति और पूर्ण राज्य का दर्जा की प्राप्ति के 25 साल के स्वर्ण जयंती मना रहा है।	0.7126966450997985
The total cultivated area in Goa is 160320 hectares while the total production was 108333 tons. A total of 30,632 hectares area was cultivated under paddy during last kharif season. It is proposed to take up soil testing and soil mapping of Queperm and Sattari to know the soil fertility. Budgetary provision of Agricultural Development was enhanced from Rs.17 crores four years ago to Rs.70 crores. Several schemes have also been launched by the Government through Directorate of Agriculture to promote farming and attract youth towards this activity. Farmers can avail the benefit of up to 90 per cent on solar power battery fencing scheme. A subsidy of up to 90 per cent is also provided for construction of polyhouses and green houses. Similar subsidies are provided for drip irrigation and for construction if Biogas plants. In order to enhance the yield of sugarcane it is proposed to provide 90 per cent subsidy on Drip Irrigation. The Government has also taken steps to recognize the contribution from Biogas to contribution of progressive farmers to the State economy by awarding them three State level awards of Rs.2 lakh, Rs.1 lakh and Rs.50 thousand in the name of Krishi Ratna, Krishi Vihushan and Krishi Bhushan respectively. This initiative will undoubtedly encourage the farmers to adopt modern agriculture techniques and boos production in Goa. The government has spent an amount to the tune of Rs.12.5 crores on extending subsidy to several farmers.	गोवा का कुल कृषि योग्य क्षेत्र 160320 हेक्टेयर है जबकि कुल उत्पादन 108333 टन था। पिछले खरीफ मौसम में धान के अंतर्गत कुल 30, 632 हेक्टेयर भूमि की खेती की गई। मृदा उर्वरता को जानने के लिए कुएपेर्म और सतारी के मृदा परीक्षण और मृदा मानचित्रण का प्रस्ताव है। कृषि विकास का बजटीय प्रावधान चार वर्ष पहले 17 करोड़ रु. से बढ़ाकर 70 करोड़ रु. कर दिया गया था। कृषि निदेशालय द्वारा कृषि को बढ़ावा देने और युवाओं को इस गतिविधि की ओर आकर्षित करने के लिए कई योजनाएं भी शुरू की गई हैं। किसानों को सौर ऊर्जा लाइन बाड़ लगाने की योजना पर 90 प्रतिशत तक का लाभ मिल सकता है। पोल्यहौसेस और हरित गृहों के निर्माण के लिए 90 प्रतिशत तक सब्सिडी भी दी जाती है। इसी प्रकार की सब्सिडी ड्रिप सिंचाई और निर्माण के लिए प्रदान की जाती है यदि बायोगैस संयंत्र हों। गन्ने की पैदावार बढ़ाने के लिए ड्रिप सिंचाई पर 90 प्रतिशत सब्सिडी देने का प्रस्ताव है। सरकार ने राज्य अर्थव्यवस्था में प्रगामी किसानों के योगदान को पहचानने के लिए बायोगैस से योगदान को मान्यता देने के लिए भी कदम उठाए हैं और उन्हें क्रमशः कृषि रत्न, कृषि विहुशान और कृषि भूषण के नाम से तीन राज्य स्तरीय पुरस्कार 2 लाख रुपये, 1 लाख रुपये और 50 हजार रुपये दिए हैं। यह पहल निस्संदेह किसानों को गोवा में आधुनिक कृषि तकनीकों और बीओएसएस उत्पादन को अपनाने के लिए प्रोत्साहित करेगी। सरकार ने कई किसानों को सब्सिडी प्रदान करने पर 12.5 करोड़ रुपये की राशि खर्च की है।	गोवा प्राचीनकाल में गोमांचल, गोपकपट्टम, गोपकेपुरी, गोवापुरी और गोमांतक आदि कई नामों से विख्‍यात रहा है। इस प्रदेश की लंबी ऐतिहासिक परंपरा रही है। गोवा के प्रारंभिक इतिहास के संबंध में स्‍पष्‍ट जानकारी नहीं है। ईसा पूर्व पहली शताब्‍दी में गोवा सातवाहन साम्राज्‍य का अंग था। उसके बाद कदंब, मलखेड़ के राष्‍ट्रकूटों, चालुक्‍य तथा सिलाहार राजवंशों का इस पर शासन रहा। 14वीं शताब्‍दी के अंत में यादवों का साम्राज्‍य समाप्‍त हुआ और दिल्‍ली के खिलजी वंश ने इस पर अपना अधिकार किया। इस प्रकार गोवा मुस्लिम शासकों के अधीन आ गया। सन 1498 में वास्‍कोडिगामा द्वारा भारत के लिए समुद्री मार्ग की खोज के बाद कई पुर्तगाली यात्री भारत पहुंचे। सन 1510 में एल्‍फांसो द अलबुकर्क ने विजयनगर के सम्राट की सहायता से गोवा पर आक्रमण करके इस पर कब्‍जा कर लिया। सन 1542 में जेसुइट सेंट फ्रांसिस जेवियर के आगमन से गोवा में धर्म परिवर्तन का काम आरंभ हुआ। 17वीं शताब्‍दी के उत्‍तरार्द्ध के कुछ वर्षों को छोड़कर, जब शिवाजी ने गोवा तथा उसके आसपास के कुछ क्षेत्रों पर अधिकार किया, समूचे क्षेत्र पर पुर्तगालियों का शासन जारी रहा। भारत के स्‍वतंत्र होने के बाद भी गोवा पुर्तगालियों के कब्‍जे में रहा, किंतु पुर्तगाली शासक गोवावासियों की आकांक्षाओं को पूरा नहीं कर पाए और अंतत: 19 दिसंबर, 1961 को गोवा को मुक्‍त करा लिया गया और इसे दमन तथा दीव के साथ मिलाकर केंद्रशासित प्रदेश बनाया गया। 30 मई, 1987 को गोवा को पूर्ण राज्‍य का दर्जा दिया गया और दमन तथा दीव को अलग केंद्रशासित प्रदेश बना दिया गया।	0.5630092366097177
Tillari Irrigation Project, an ambitious joint venture project under major and medium irrigation aimed at creating an irrigation potential of 21,056 hectares and 117.03 MCM of water for domestic and industrial use is expected to be completed in the financial year 2011-12. For better and efficient utilization of the potential so created, apart from the irrigation purpose it is proposed to supply to PWD. The Water Resources Department apart from supplying raw water for irrigation has also augmented with 25 MLD raw water from Chapora river at Sal and 10 MLD from Amthane tank. A total 6 Bandharas (small dams) have been built across Assonora river to augment raw water supply during the lean season. Opa Water Works has been augmented with a 50 MLD raw water fed from SIP canal to Kalay river. 35 MLD raw water is fed from Medei river at Gunjem to Khandepur river. A total 19 Bandharas have been built across Kalay and the Khandepar river to augment raw water during lean season.	तिल्लारी सिंचाई परियोजना, बड़े और मध्यम सिंचाई के तहत एक महत्वाकांक्षी संयुक्त उद्यम परियोजना, जिसका लक्ष्य 21, 056 हेक्टेयर और घरेलू और औद्योगिक उपयोग के लिए 2011 - 12. एम.सी.एम. पानी की सिंचाई क्षमता का सृजन करना है, के लिए वित्तीय वर्ष 117.03 में तैयार की गई क्षमता के बेहतर और कुशल उपयोग के लिए, सिंचाई प्रयोजन के अलावा पी.डब्ल्यू.डी. को आपूर्ति के लिए प्रस्तावित है। सिंचाई के लिए कच्चे पानी की आपूर्ति के अलावा जल संसाधन विभाग ने साल में कॉपर नदी से 25 एम.एल.डी. कच्चे पानी और अमथाने टैंक से 10 एम.एल.डी. तक बढ़ाया है। कम मौसम में कच्चे पानी की आपूर्ति बढ़ाने के लिए अस्सोनोरा नदी में कुल 6 बाँधारास ( छोटे बांध ) बनाए गए हैं। अपा जल - निर्माण में 50 एम.एल.डी. कच्चे पानी के साथ सिप्प नहर से कलाय नदी तक की सिंचाई होती है। गुंजेम से खान्देपुर नदी तक 35 एम.एल.डी. कच्चे पानी से मेडी नदी मिलती है। कम मौसम में कच्चे पानी की वृद्धि के लिए कुल 19 बाँधारास कलाय और खान्देपार नदी के पार बनाया गया है।	गोवा प्राचीनकाल में गोमांचल, गोपकपट्टम, गोपकेपुरी, गोवापुरी और गोमांतक आदि कई नामों से विख्‍यात रहा है। इस प्रदेश की लंबी ऐतिहासिक परंपरा रही है। गोवा के प्रारंभिक इतिहास के संबंध में स्‍पष्‍ट जानकारी नहीं है। ईसा पूर्व पहली शताब्‍दी में गोवा सातवाहन साम्राज्‍य का अंग था। उसके बाद कदंब, मलखेड़ के राष्‍ट्रकूटों, चालुक्‍य तथा सिलाहार राजवंशों का इस पर शासन रहा। 14वीं शताब्‍दी के अंत में यादवों का साम्राज्‍य समाप्‍त हुआ और दिल्‍ली के खिलजी वंश ने इस पर अपना अधिकार किया। इस प्रकार गोवा मुस्लिम शासकों के अधीन आ गया। सन 1498 में वास्‍कोडिगामा द्वारा भारत के लिए समुद्री मार्ग की खोज के बाद कई पुर्तगाली यात्री भारत पहुंचे। सन 1510 में एल्‍फांसो द अलबुकर्क ने विजयनगर के सम्राट की सहायता से गोवा पर आक्रमण करके इस पर कब्‍जा कर लिया। सन 1542 में जेसुइट सेंट फ्रांसिस जेवियर के आगमन से गोवा में धर्म परिवर्तन का काम आरंभ हुआ। 17वीं शताब्‍दी के उत्‍तरार्द्ध के कुछ वर्षों को छोड़कर, जब शिवाजी ने गोवा तथा उसके आसपास के कुछ क्षेत्रों पर अधिकार किया, समूचे क्षेत्र पर पुर्तगालियों का शासन जारी रहा। भारत के स्‍वतंत्र होने के बाद भी गोवा पुर्तगालियों के कब्‍जे में रहा, किंतु पुर्तगाली शासक गोवावासियों की आकांक्षाओं को पूरा नहीं कर पाए और अंतत: 19 दिसंबर, 1961 को गोवा को मुक्‍त करा लिया गया और इसे दमन तथा दीव के साथ मिलाकर केंद्रशासित प्रदेश बनाया गया। 30 मई, 1987 को गोवा को पूर्ण राज्‍य का दर्जा दिया गया और दमन तथा दीव को अलग केंद्रशासित प्रदेश बना दिया गया।	0.48716951915864626
The Department of Information and Publicity is a nodal agency for dissemination of information and policies and programmes of the Government. It implements the scheme such as interest on computer loan to journalists, financial assistance to indigent journalists, Patrakar Kritandnyata Nidhi Goa Journalists Welfare Scheme (pension scheme); Goa scheme of financial assistance for films, songs and drama services and others. The pension for journalists has been enhanced from Rs.2000 to Rs.4000 per month. It is also proposed to provide a well equipped Media Facilitation Centre at each Taluka headquarters. The Entertainment Society of Goa, a special vehicle has been established for organizing film related activities including organization of International Film Festival of India. A scheme to provide financial assistance to produce films is implemented through this special vehicle.	सूचना और प्रचार विभाग सरकार के सूचना और नीतियों और कार्यक्रमों के प्रसार के लिए नोडल एजेंसी है। यह योजना लागू करता है जैसे पत्रकारों को कंप्यूटर ऋण पर ब्याज, निर्धन पत्रकारों को वित्तीय सहायता, पात्राकर कृतान्दन्याता निधि गोवा पत्रकार कल्याण योजना ( पेंशन योजना ); गोवा फिल्मों, गानों और नाटक सेवाओं के लिए वित्तीय सहायता की योजना। पत्रकारों के लिए पेंशन को 2000 से बढ़ाकर 4000 रुपए प्रति माह कर दिया गया है। प्रत्येक तालुका मुख्यालय में एक सुसज्जित मीडिया सुविधा केंद्र भी प्रदान करने का प्रस्ताव है। गोवा की मनोरंजन समिति, भारत के अंतरराष्ट्रीय फिल्म समारोह के आयोजन सहित फिल्म संबंधी गतिविधियों के आयोजन के लिए एक विशेष माध्यम स्थापित किया गया है। फिल्म उत्पादन के लिए वित्तीय सहायता प्रदान करने की योजना इस विशेष माध्यम से लागू की जाती है।	गोवा प्राचीनकाल में गोमांचल, गोपकपट्टम, गोपकेपुरी, गोवापुरी और गोमांतक आदि कई नामों से विख्‍यात रहा है। इस प्रदेश की लंबी ऐतिहासिक परंपरा रही है। गोवा के प्रारंभिक इतिहास के संबंध में स्‍पष्‍ट जानकारी नहीं है। ईसा पूर्व पहली शताब्‍दी में गोवा सातवाहन साम्राज्‍य का अंग था। उसके बाद कदंब, मलखेड़ के राष्‍ट्रकूटों, चालुक्‍य तथा सिलाहार राजवंशों का इस पर शासन रहा। 14वीं शताब्‍दी के अंत में यादवों का साम्राज्‍य समाप्‍त हुआ और दिल्‍ली के खिलजी वंश ने इस पर अपना अधिकार किया। इस प्रकार गोवा मुस्लिम शासकों के अधीन आ गया। सन 1498 में वास्‍कोडिगामा द्वारा भारत के लिए समुद्री मार्ग की खोज के बाद कई पुर्तगाली यात्री भारत पहुंचे। सन 1510 में एल्‍फांसो द अलबुकर्क ने विजयनगर के सम्राट की सहायता से गोवा पर आक्रमण करके इस पर कब्‍जा कर लिया। सन 1542 में जेसुइट सेंट फ्रांसिस जेवियर के आगमन से गोवा में धर्म परिवर्तन का काम आरंभ हुआ। 17वीं शताब्‍दी के उत्‍तरार्द्ध के कुछ वर्षों को छोड़कर, जब शिवाजी ने गोवा तथा उसके आसपास के कुछ क्षेत्रों पर अधिकार किया, समूचे क्षेत्र पर पुर्तगालियों का शासन जारी रहा। भारत के स्‍वतंत्र होने के बाद भी गोवा पुर्तगालियों के कब्‍जे में रहा, किंतु पुर्तगाली शासक गोवावासियों की आकांक्षाओं को पूरा नहीं कर पाए और अंतत: 19 दिसंबर, 1961 को गोवा को मुक्‍त करा लिया गया और इसे दमन तथा दीव के साथ मिलाकर केंद्रशासित प्रदेश बनाया गया। 30 मई, 1987 को गोवा को पूर्ण राज्‍य का दर्जा दिया गया और दमन तथा दीव को अलग केंद्रशासित प्रदेश बना दिया गया।	0.5616236325731829
